customerid,age,salary,balance,marital,education,job,targeted,default,housing,loan,contact,day,month,duration,campaign,response
42025,67,55000,2,married,primary,retired,yes,no,no,no,cellular,28,10,18.63,1,no
42026,68,55000,7945,married,primary,retired,yes,no,no,no,cellular,28,10,3.5,1,no
42027,74,55000,1742,married,tertiary,retired,yes,no,no,no,cellular,28,10,18.2,1,no
42028,75,60000,4984,married,unknown,self-employed,no,no,no,no,telephone,28,10,8.48,1,yes
42030,65,55000,1004,married,primary,retired,yes,no,no,no,cellular,28,10,6.18,1,yes
42031,64,55000,4787,married,secondary,retired,yes,no,no,no,cellular,28,10,8.35,1,yes
42032,38,60000,1727,single,tertiary,technician,no,no,no,no,telephone,28,10,3.03,2,no
42033,42,20000,3213,married,secondary,blue-collar,yes,no,no,no,telephone,28,10,2.87,1,no
42036,31,100000,81,married,tertiary,management,yes,no,yes,no,cellular,29,10,2.73,2,yes
42037,52,20000,2230,married,secondary,blue-collar,yes,no,no,no,cellular,29,10,7.05,3,yes
42038,25,100000,667,single,tertiary,management,no,no,no,no,cellular,29,10,6.8,2,no
42039,36,100000,203,married,tertiary,management,yes,no,no,no,cellular,29,10,2.32,1,yes
42040,55,100000,13578,married,tertiary,management,yes,no,no,no,cellular,29,10,4.12,2,no
42041,64,100000,3951,married,tertiary,management,yes,no,no,no,cellular,29,10,2.73,1,yes
42042,54,60000,240,married,unknown,technician,no,no,yes,no,cellular,29,10,2.37,1,yes
42044,51,60000,0,single,secondary,self-employed,yes,no,no,no,cellular,29,10,28.45,2,yes
42045,72,55000,0,married,secondary,retired,yes,no,no,no,cellular,29,10,3.15,3,yes
42046,30,100000,0,single,tertiary,management,no,no,no,no,cellular,29,10,7.28,2,no
42047,30,100000,944,married,tertiary,management,yes,no,no,no,cellular,29,10,4.18,2,yes
42049,60,20000,5,married,primary,blue-collar,yes,no,no,no,cellular,29,10,6.68,1,yes
42051,39,100000,53,married,tertiary,management,yes,no,yes,no,cellular,29,10,11.32,1,no
42052,45,50000,0,divorced,secondary,admin.,yes,no,no,no,cellular,29,10,4.4,1,yes
42056,54,16000,962,married,secondary,housemaid,yes,no,yes,no,cellular,29,10,4.8,3,yes
42057,28,4000,2306,single,tertiary,student,no,no,no,no,cellular,29,10,2.33,2,no
42058,35,50000,980,single,tertiary,admin.,no,no,no,no,cellular,29,10,1.13,2,no
42059,47,100000,551,single,tertiary,management,no,no,no,no,cellular,29,10,2.07,1,yes
42066,36,60000,1327,married,tertiary,technician,yes,no,no,no,cellular,29,10,2.9,2,no
42069,21,4000,8278,single,primary,student,yes,no,no,no,cellular,29,10,7.42,1,yes
42071,67,0,7687,married,tertiary,unknown,yes,no,no,no,telephone,30,10,1.17,3,no
42072,62,100000,7458,married,tertiary,management,yes,no,no,no,cellular,30,10,3.53,2,yes
42074,41,8000,0,married,tertiary,unemployed,yes,no,no,no,cellular,30,10,6.22,3,yes
42075,84,55000,1791,married,primary,retired,yes,no,no,no,telephone,30,10,1.03,3,no
42076,32,100000,2846,single,tertiary,management,no,no,yes,no,cellular,30,10,2.67,1,no
42078,33,100000,2934,single,tertiary,management,no,no,no,no,cellular,30,10,0.98,1,no
42079,49,100000,348,divorced,tertiary,management,no,no,no,no,cellular,30,10,2.08,1,yes
42080,26,60000,44,single,secondary,technician,yes,no,no,no,cellular,30,10,3.62,1,yes
42081,36,20000,1193,married,secondary,blue-collar,yes,no,no,no,cellular,30,10,10.67,1,yes
42082,87,55000,230,married,primary,retired,yes,no,no,no,cellular,30,10,2.4,1,yes
42083,61,55000,8729,married,primary,retired,yes,no,no,no,cellular,30,10,8,1,yes
42084,52,60000,730,married,tertiary,self-employed,yes,no,yes,no,cellular,30,10,3,2,no
42085,47,8000,1725,married,tertiary,unemployed,yes,no,yes,yes,cellular,30,10,3.05,2,no
42086,70,55000,2384,married,secondary,retired,yes,no,no,no,cellular,30,10,3.27,2,yes
42088,41,70000,881,married,tertiary,services,yes,no,no,no,cellular,30,10,4.28,3,yes
42090,22,4000,1522,single,secondary,student,yes,no,no,no,cellular,30,10,6.13,2,yes
42091,51,0,1585,married,unknown,unknown,no,no,no,no,telephone,30,10,2.53,4,no
42092,60,55000,4243,divorced,secondary,retired,yes,no,no,no,cellular,30,10,6.93,2,yes
42093,28,4000,3717,single,tertiary,student,no,no,no,no,telephone,30,10,2.95,2,no
42094,60,55000,8434,divorced,primary,retired,yes,no,no,no,telephone,2,11,1.75,2,no
42097,57,100000,1832,married,tertiary,management,yes,no,yes,no,cellular,2,11,2.18,2,no
42099,33,100000,2485,single,tertiary,management,no,no,yes,no,cellular,2,11,1.52,2,no
42100,30,60000,846,single,secondary,technician,yes,no,no,no,cellular,2,11,1.25,2,no
42101,29,60000,3851,single,secondary,technician,yes,no,no,no,cellular,2,11,0.98,2,no
42104,39,60000,508,married,tertiary,technician,yes,no,no,no,cellular,2,11,2.57,3,no
42105,51,60000,39,married,secondary,technician,yes,no,no,no,cellular,2,11,2.88,1,no
42106,32,100000,9317,single,tertiary,management,no,no,no,no,cellular,2,11,1.53,3,no
42107,65,55000,1992,married,primary,retired,yes,no,no,no,telephone,2,11,7.65,1,no
42108,32,60000,600,single,tertiary,technician,no,no,no,no,cellular,2,11,4.53,1,no
42111,33,100000,576,single,tertiary,management,no,no,no,no,cellular,2,11,2.4,1,no
42116,51,60000,580,married,secondary,technician,yes,no,yes,no,telephone,2,11,1.95,5,no
42117,58,50000,2777,married,secondary,admin.,yes,no,yes,no,telephone,2,11,3.57,3,no
42118,59,100000,4412,married,secondary,management,yes,no,no,no,cellular,2,11,2.7,2,yes
42120,25,8000,1404,married,secondary,unemployed,yes,no,yes,no,cellular,2,11,1.42,2,no
42123,29,4000,10332,single,unknown,student,no,no,no,no,cellular,2,11,0.77,3,yes
42124,35,100000,1133,married,tertiary,management,yes,no,yes,no,cellular,3,11,1.7,1,yes
42126,44,50000,205,married,secondary,admin.,yes,no,no,no,cellular,3,11,4.82,1,yes
42128,35,50000,1224,divorced,secondary,admin.,yes,no,yes,no,cellular,3,11,3.12,1,yes
42129,37,100000,238,married,tertiary,management,yes,no,no,no,cellular,3,11,2.48,1,yes
42131,52,50000,2398,single,secondary,admin.,yes,no,yes,no,cellular,3,11,6.87,1,yes
42133,67,55000,704,divorced,secondary,retired,yes,no,no,no,cellular,3,11,8.95,1,yes
42135,64,55000,5871,married,primary,retired,yes,no,no,no,cellular,3,11,3.25,1,no
42136,34,100000,382,single,tertiary,management,no,no,no,no,cellular,3,11,3.22,1,no
42138,45,16000,360,married,secondary,housemaid,yes,no,no,no,cellular,3,11,3.58,1,yes
42139,29,60000,938,single,secondary,technician,yes,no,no,no,cellular,3,11,5.97,1,yes
42141,33,70000,1697,married,secondary,services,yes,no,no,no,cellular,3,11,2.98,1,yes
42142,62,16000,2,married,secondary,housemaid,yes,no,no,no,cellular,3,11,5.37,1,yes
42145,76,55000,1492,married,primary,retired,yes,no,no,no,telephone,3,11,6.38,1,yes
42148,33,50000,0,married,secondary,admin.,yes,no,no,no,cellular,4,11,1.43,3,no
42151,69,60000,482,married,tertiary,technician,yes,no,no,no,cellular,4,11,1.68,1,no
42153,42,100000,520,married,tertiary,management,yes,no,no,no,cellular,4,11,2.63,1,no
42156,34,100000,527,married,tertiary,management,yes,no,no,no,cellular,4,11,4.53,1,no
42157,33,100000,5276,single,tertiary,management,no,no,no,no,cellular,4,11,9.53,1,no
42159,49,60000,402,married,secondary,technician,yes,no,no,no,cellular,5,11,1.27,2,no
42160,42,100000,603,married,tertiary,management,yes,no,yes,no,cellular,5,11,4.97,5,no
42163,73,55000,19,married,secondary,retired,yes,no,no,no,cellular,5,11,8.48,2,no
42165,78,55000,226,married,tertiary,retired,yes,no,no,no,telephone,6,11,2.27,1,no
42166,31,60000,2440,married,secondary,technician,yes,no,no,no,cellular,6,11,5.2,1,no
42172,53,50000,10541,married,secondary,admin.,yes,no,no,no,cellular,9,11,2.97,1,yes
42174,24,4000,235,single,tertiary,student,no,no,no,no,cellular,9,11,1.97,1,yes
42177,64,120000,2331,married,tertiary,entrepreneur,yes,no,no,no,telephone,9,11,3.35,1,yes
42182,81,55000,9224,divorced,unknown,retired,no,no,no,no,telephone,9,11,3.92,2,no
42183,27,70000,6279,single,secondary,services,yes,no,yes,no,cellular,9,11,4.28,1,no
42188,42,100000,2816,married,tertiary,management,yes,no,no,no,cellular,10,11,3.22,2,yes
42189,63,55000,109,divorced,primary,retired,yes,no,no,no,cellular,10,11,6.77,2,yes
42194,76,55000,2302,married,secondary,retired,yes,no,no,no,telephone,10,11,5.75,2,no
42199,79,55000,2661,married,secondary,retired,yes,no,no,no,cellular,10,11,4.23,5,yes
42201,61,60000,4162,married,tertiary,self-employed,yes,no,no,no,cellular,10,11,3.08,1,no
42206,70,55000,1164,married,secondary,retired,yes,no,no,no,telephone,10,11,3.47,2,no
42208,32,100000,2134,single,tertiary,management,no,no,no,no,cellular,10,11,1.63,2,no
42210,63,55000,3579,married,secondary,retired,yes,no,no,no,telephone,11,11,1.55,2,no
42211,49,100000,3371,married,primary,management,yes,no,no,no,cellular,11,11,4.48,2,yes
42216,58,20000,381,married,secondary,blue-collar,yes,no,no,no,cellular,11,11,1.32,4,no
42217,40,100000,9366,married,tertiary,management,yes,no,no,no,cellular,11,11,1.15,3,yes
42218,32,60000,6746,single,tertiary,technician,no,no,no,no,cellular,11,11,3.32,1,yes
42223,20,4000,801,single,unknown,student,no,no,no,no,cellular,11,11,4.07,2,yes
42227,39,100000,1509,single,tertiary,management,no,no,no,no,cellular,11,11,4.13,1,no
42234,57,8000,2299,married,secondary,unemployed,yes,no,no,no,cellular,12,11,0.65,3,no
42238,54,16000,1213,single,secondary,housemaid,yes,no,no,no,cellular,12,11,4.02,1,yes
42239,63,55000,8044,married,primary,retired,yes,no,no,no,cellular,12,11,11.7,1,no
42240,72,55000,4130,married,secondary,retired,yes,no,no,no,cellular,12,11,7.12,1,no
42245,82,55000,0,divorced,tertiary,retired,no,no,no,no,telephone,12,11,3.77,1,yes
42249,77,55000,3417,divorced,secondary,retired,yes,no,no,no,cellular,12,11,2.23,1,yes
42251,72,55000,3232,married,primary,retired,yes,no,no,no,cellular,12,11,12.85,2,no
42253,33,50000,280,single,tertiary,admin.,no,no,no,no,cellular,12,11,3.15,2,no
42254,38,50000,1767,married,secondary,admin.,yes,no,yes,no,cellular,12,11,14.88,7,yes
42263,64,55000,2031,married,secondary,retired,yes,no,no,no,cellular,13,11,3.37,5,no
42272,38,120000,1438,married,tertiary,entrepreneur,yes,no,no,no,cellular,13,11,2.03,5,no
42273,75,55000,2199,divorced,secondary,retired,yes,no,no,no,telephone,13,11,2.28,1,no
42280,61,55000,2863,married,primary,retired,yes,no,no,no,cellular,13,11,4.4,1,no
42282,61,55000,3114,married,secondary,retired,yes,no,no,no,cellular,13,11,6.35,1,yes
42286,62,55000,0,divorced,tertiary,retired,no,no,no,no,cellular,13,11,3.78,2,yes
42296,64,55000,679,married,unknown,retired,no,no,no,no,telephone,16,11,2.78,1,yes
42300,25,60000,5695,single,secondary,technician,yes,no,no,no,cellular,16,11,2.07,1,no
42303,22,4000,410,single,unknown,student,no,no,no,no,cellular,16,11,6.08,1,no
42304,57,50000,367,married,secondary,admin.,yes,no,no,no,telephone,16,11,1.78,2,no
42305,63,100000,3115,married,tertiary,management,yes,no,no,no,cellular,16,11,7.2,5,yes
42310,23,4000,1234,single,secondary,student,yes,no,no,no,cellular,16,11,4.17,1,yes
42312,63,120000,2707,married,tertiary,entrepreneur,yes,no,no,no,telephone,16,11,0.95,4,no
42318,21,4000,347,single,secondary,student,yes,no,no,no,cellular,16,11,1.28,1,no
42319,56,100000,870,married,primary,management,yes,no,no,no,cellular,16,11,4.28,1,yes
42321,30,50000,42,married,tertiary,admin.,yes,no,yes,yes,cellular,16,11,1.25,1,no
42324,33,20000,195,married,primary,blue-collar,yes,no,no,no,cellular,16,11,16.4,5,yes
42327,40,50000,764,married,tertiary,admin.,yes,no,yes,no,unknown,17,11,1.42,1,yes
42328,62,55000,298,married,secondary,retired,yes,no,no,no,cellular,17,11,11.82,2,yes
42329,63,55000,708,married,secondary,retired,yes,no,no,no,cellular,17,11,2.8,2,no
42332,57,16000,8278,divorced,primary,housemaid,yes,no,no,no,cellular,17,11,6.8,3,no
42334,71,55000,5715,married,secondary,retired,yes,no,no,no,cellular,17,11,12.45,2,yes
42335,59,60000,2013,married,tertiary,self-employed,yes,no,no,no,cellular,17,11,6.82,2,yes
42336,78,55000,1204,married,tertiary,retired,yes,no,no,no,telephone,17,11,2.25,1,yes
42338,52,60000,234,married,secondary,technician,yes,no,no,no,cellular,17,11,4.25,1,yes
42340,42,100000,2187,married,tertiary,management,yes,no,yes,no,cellular,17,11,8.75,3,yes
42341,53,60000,163,married,secondary,technician,yes,no,yes,yes,cellular,24,11,1.8,1,no
42343,37,100000,0,married,tertiary,management,yes,no,no,no,cellular,24,11,3.12,2,no
42345,38,100000,293,single,secondary,management,yes,no,no,yes,cellular,24,11,2.77,2,no
42346,70,55000,3230,married,primary,retired,yes,no,no,no,cellular,24,11,1.87,1,no
42347,24,20000,1033,single,primary,blue-collar,yes,no,yes,no,cellular,24,11,4.72,1,no
42350,49,100000,2187,married,tertiary,management,yes,no,no,no,cellular,25,11,1.53,2,no
42355,61,60000,2282,married,primary,technician,yes,no,no,no,cellular,25,11,18.2,1,no
42356,51,50000,1216,married,secondary,admin.,yes,no,no,no,cellular,25,11,7.02,1,no
42357,33,100000,334,married,tertiary,management,yes,no,no,no,cellular,25,11,1.45,1,no
42358,31,100000,9421,single,tertiary,management,no,no,no,no,cellular,25,11,6.2,1,yes
42359,39,60000,1820,married,secondary,technician,yes,no,no,no,cellular,25,11,1.72,1,no
42361,31,50000,4198,single,secondary,admin.,yes,no,no,no,cellular,25,11,3.9,1,yes
42366,37,100000,4842,married,tertiary,management,yes,no,yes,no,cellular,25,11,2.83,1,no
42370,61,55000,3624,divorced,primary,retired,yes,no,no,no,cellular,25,11,5.7,1,yes
42372,46,16000,38,married,secondary,housemaid,yes,no,no,no,cellular,25,11,9.02,1,yes
42373,57,20000,1299,divorced,primary,blue-collar,yes,no,no,no,cellular,27,11,2.37,2,no
42376,53,60000,1982,married,secondary,technician,yes,no,yes,yes,cellular,27,11,2.67,1,yes
42377,83,55000,20,divorced,primary,retired,yes,no,no,no,cellular,27,11,1.08,3,no
42381,63,8000,0,married,primary,unemployed,yes,no,no,no,telephone,30,11,5.62,3,no
42382,58,55000,4007,married,primary,retired,yes,no,no,no,cellular,30,11,9.97,4,no
42383,51,60000,2506,married,tertiary,technician,yes,no,no,no,cellular,30,11,3.5,3,no
42388,32,120000,390,married,secondary,entrepreneur,yes,no,no,no,cellular,30,11,2.53,1,no
42392,31,60000,318,married,secondary,technician,yes,no,no,no,cellular,2,12,5.17,1,yes
42393,26,20000,644,single,tertiary,blue-collar,no,no,no,no,cellular,2,12,5.77,1,yes
42395,44,0,18881,single,unknown,unknown,no,no,no,no,cellular,2,12,3.12,2,no
42397,32,100000,84,single,tertiary,management,no,no,no,no,telephone,3,12,0.62,1,no
42401,53,8000,980,married,primary,unemployed,yes,no,yes,no,cellular,3,12,5.87,1,yes
42404,39,60000,2983,married,secondary,technician,yes,no,no,no,cellular,3,12,7.87,1,yes
42405,61,16000,175,married,primary,housemaid,yes,no,no,no,telephone,3,12,3.95,1,no
42409,72,55000,1940,married,unknown,retired,no,no,no,no,telephone,4,12,11.75,2,yes
42410,29,100000,1445,single,tertiary,management,no,no,no,no,cellular,4,12,4.52,2,yes
42411,26,4000,294,single,tertiary,student,no,no,no,no,cellular,4,12,3.47,2,yes
42416,33,60000,711,married,secondary,technician,yes,no,no,no,cellular,4,12,1.3,2,no
42417,69,55000,344,divorced,secondary,retired,yes,no,no,no,cellular,4,12,0.92,2,no
42420,73,55000,5028,divorced,primary,retired,yes,no,no,no,cellular,4,12,11.6,10,yes
42422,27,4000,3511,single,unknown,student,no,no,no,no,cellular,4,12,5,3,no
42426,61,100000,0,married,tertiary,management,yes,no,yes,yes,cellular,7,12,1.42,2,no
42430,64,55000,1220,married,secondary,retired,yes,no,no,no,cellular,7,12,2.3,1,no
42431,61,55000,1761,divorced,secondary,retired,yes,no,no,no,cellular,7,12,5.57,3,no
42432,45,60000,0,married,secondary,technician,yes,no,yes,no,cellular,7,12,5.73,1,yes
42433,61,55000,103,married,primary,retired,yes,no,no,no,cellular,7,12,4.87,1,no
42434,34,60000,360,single,secondary,self-employed,yes,no,yes,no,cellular,7,12,6.18,1,no
42436,25,20000,1163,single,secondary,blue-collar,yes,no,no,no,cellular,7,12,4.37,3,no
42437,29,50000,135,single,tertiary,admin.,no,no,no,no,cellular,7,12,4.13,1,no
42438,81,55000,93,married,secondary,retired,yes,no,no,no,cellular,7,12,2.73,1,no
42440,51,50000,241,married,secondary,admin.,yes,no,no,no,cellular,7,12,5.13,2,yes
42441,72,55000,413,married,unknown,retired,no,no,no,no,telephone,7,12,5.97,6,no
42442,80,55000,462,married,secondary,retired,yes,no,no,no,cellular,7,12,2.12,2,no
42445,31,60000,684,married,secondary,technician,yes,no,yes,no,cellular,7,12,10.33,3,yes
42446,30,4000,1681,single,secondary,student,yes,no,no,no,cellular,7,12,5.48,2,yes
42447,22,4000,120,single,secondary,student,yes,no,no,no,cellular,7,12,4.08,5,no
42453,24,4000,1847,single,secondary,student,yes,no,no,no,cellular,9,12,6.5,1,no
42455,30,100000,1077,married,tertiary,management,yes,no,no,no,cellular,9,12,2.07,1,no
42458,49,60000,307,married,secondary,technician,yes,no,no,no,cellular,9,12,14.23,1,yes
42459,59,8000,957,married,secondary,unemployed,yes,no,no,no,cellular,9,12,7.98,2,yes
42460,80,55000,155,married,primary,retired,yes,no,no,no,telephone,9,12,5.72,2,yes
42461,86,55000,614,single,secondary,retired,yes,no,no,no,telephone,9,12,9.92,1,yes
42462,69,55000,426,married,unknown,retired,no,no,no,no,telephone,9,12,6.58,1,yes
42464,71,55000,91,married,secondary,retired,yes,no,no,no,telephone,9,12,1.45,6,no
42466,35,60000,13658,married,secondary,technician,yes,no,yes,no,telephone,9,12,3.67,2,no
42468,36,70000,4721,married,secondary,services,yes,no,no,no,cellular,9,12,2.48,3,yes
42469,49,100000,395,married,tertiary,management,yes,no,no,no,cellular,10,12,5.6,5,yes
42470,69,55000,3588,married,secondary,retired,yes,no,yes,no,cellular,10,12,7.15,1,yes
42472,61,55000,421,married,primary,retired,yes,no,no,no,cellular,10,12,1.87,2,no
42474,28,100000,1351,single,tertiary,management,no,no,no,no,cellular,10,12,4.45,1,no
42477,57,100000,1016,married,tertiary,management,yes,no,no,no,telephone,10,12,3.47,1,no
42479,64,55000,43,married,primary,retired,yes,no,no,no,cellular,10,12,3.87,1,yes
42483,30,70000,517,married,secondary,services,yes,no,no,no,cellular,11,12,2.35,2,yes
42489,19,4000,526,single,secondary,student,yes,no,no,no,cellular,14,12,2.03,3,no
42491,30,60000,1070,single,tertiary,technician,no,no,no,no,cellular,14,12,7.43,2,no
42494,53,120000,1961,married,tertiary,entrepreneur,yes,no,no,no,cellular,15,12,5.85,1,yes
42495,87,55000,433,married,secondary,retired,yes,no,no,no,telephone,15,12,2.5,1,no
42497,34,100000,2037,married,tertiary,management,yes,no,no,no,cellular,15,12,5.4,2,yes
42503,81,55000,452,divorced,secondary,retired,yes,no,no,no,telephone,16,12,7.38,1,yes
42505,72,55000,1533,married,secondary,retired,yes,no,no,no,cellular,16,12,9.1,2,yes
42508,62,55000,0,married,tertiary,retired,yes,no,no,no,cellular,17,12,3.13,2,no
42511,67,55000,258,married,primary,retired,yes,no,no,no,cellular,17,12,3.68,1,no
42512,28,20000,1705,single,secondary,blue-collar,yes,no,no,no,cellular,17,12,6.87,2,yes
42516,66,16000,1230,married,primary,housemaid,yes,no,no,no,cellular,17,12,12.1,3,yes
42519,51,20000,955,married,secondary,blue-collar,yes,no,no,yes,cellular,17,12,3.68,3,yes
42523,30,60000,1307,married,tertiary,technician,yes,no,no,no,cellular,18,12,4.13,6,no
42524,30,100000,102,single,tertiary,management,no,no,yes,no,cellular,18,12,6.07,3,yes
42525,31,4000,2347,single,unknown,student,no,no,no,no,cellular,18,12,3,2,no
42527,75,55000,1341,divorced,secondary,retired,yes,no,no,no,cellular,18,12,6.92,7,yes
42536,31,60000,3338,married,tertiary,technician,yes,no,yes,no,cellular,21,12,4.4,2,yes
42541,54,100000,12018,divorced,tertiary,management,no,no,yes,no,cellular,21,12,4.45,2,yes
42542,30,8000,7105,divorced,secondary,unemployed,yes,no,no,no,cellular,22,12,5.35,2,yes
42544,33,100000,812,married,tertiary,management,yes,no,no,no,cellular,22,12,6.6,1,no
42547,37,60000,6963,married,secondary,technician,yes,no,yes,no,cellular,22,12,2.63,2,no
42551,52,8000,230,divorced,secondary,unemployed,yes,no,no,no,cellular,24,12,7.03,2,yes
